id,accommodation_count,activities_count,beauty_count,cafe_and_restaurant_count,clothing_count,electronics_count,food_count,gas_stations_count,grocery_count,hobby_count,home_count,medical_count,public_service_count,service_count,shopping_center_count,religious_count,accommodation_dist,activities_dist,beauty_dist,cafe_and_restaurant_dist,clothing_dist,electronics_dist,food_dist,gas_stations_dist,grocery_dist,hobby_dist,home_dist,medical_dist,public_service_dist,service_dist,shopping_center_dist,religious_dist
f6ef637eb61c9095d1e97ed8088b4908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1000.0,1000.0,1000.0,92.51273364109376,1000.0,1000.0,1000.0,77.04150151505897,24.527583700737477,1000.0,1000.0,1000.0,86.1288156702773,77.04150151505897,1000.0,1000.0
a3c36c7ef6eb303e39cbfca423bc200e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
93dac09bca00923e49bbe7390495798d,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,6.0,31.0,0.0,0.0,1000.0,216.4578983091637,1000.0,99.66157819173252,1000.0,187.12553827045213,1000.0,98.58848457362495,390.1816283618301,1000.0,100.15417516738572,1000.0,24.385641837009494,2.674106845987006,1000.0,1000.0
638bacbd9f18c016e649b9eee59efa73,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1000.0,87.07553017501566,1000.0,72.88402248194622,1000.0,1000.0,1000.0,28.37545358114139,72.68676252137419,203.13228171706214,1000.0,1000.0,345.1478928627919,25.46720913508728,1000.0,1000.0
d19ae78cc789f861f848b6b3515d3973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.697175500773714,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,36.09325173361288,1000.0,1000.0
7d0208cddba62ef72c77f85145cecc13,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,4.0,13.0,0.0,1.0,1000.0,216.08905757619706,1000.0,343.07187037433636,1000.0,1000.0,1000.0,43.82459352771012,195.61996155854337,234.59614551740793,327.45407319440443,1000.0,210.7652760892831,43.82459352771012,1000.0,417.2912069253585
84766dc04b47c5f442f3714af593b052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
ae2c627dd02355b40b1c5424f380b235,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,159.3562741303069,43.010409224017515,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.4385629197505807,66.68253754342486,1000.0,1000.0,91.85983704109267,37.21366651199983,1000.0,1000.0
303e23a20828d3bd51eecda66383e525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
a17880ad0d882c4f06f232a83c2d1037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,265.8248925418986,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.66360545961347,15.337281812362946,1000.0,1000.0,1000.0,6.5877296721189635,1000.0,1000.0
df4229c822a5349d9867e36e4c6a289c,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1000.0,48.03213120121703,1000.0,56.94384949843656,1000.0,1000.0,1000.0,167.34117288005027,56.280475375227994,1000.0,1000.0,1000.0,1000.0,36.47344707163675,1000.0,303.82703342964965
53c5f0e4462f75ce099dc6b5055fd101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
0e6e5d26963b1b83183beb70aadc63d5,2.0,4.0,0.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,6.0,0.0,4.0,20.0,4.0,0.0,376.6016299799088,148.23481732016506,1000.0,208.3920372384392,196.90934522760156,24.883766521895108,193.01795135775296,43.39577879153386,41.91008755463219,66.42087676404232,53.28651761745673,1000.0,348.63320295948427,43.39577879153386,200.33059952719725,1000.0
2c0a1c43ce2b61b2fce6a2a3a7f3856f,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,4.0,0.0,1.0,1000.0,96.68657669376874,1000.0,1000.0,80.73592545356593,1000.0,1000.0,273.49094975407127,74.20964778638822,113.09148715349184,1000.0,1000.0,120.71463918832511,84.10115839728196,1000.0,491.5399443245429
bd4bb2002760ffeee11970b085a2cc77,0.0,10.0,0.0,4.0,0.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,9.0,20.0,0.0,1.0,1000.0,167.51596559203412,1000.0,283.88711539311396,1000.0,120.11584404993027,272.4592031008925,21.605160748801744,75.26865442012698,413.5964803096921,330.7796273666406,160.3901353270242,80.52481965076755,21.605160748801744,1000.0,356.3862521579542
7d6c6baa493871fdbdb06fc321abb272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,79.69881601826414,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,53.48705561537932,25.82990834232344,1000.0,1000.0,1000.0,1000.0,0.3581675708474669,1000.0,1000.0
a72260cea22b829cc647c738f06f6064,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,38.357636829087724,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,61.5964813575762,1000.0,278.1689521729553,1000.0,1000.0,1000.0,61.5964813575762,40.28347118976633,1000.0
cb2d5c723eda68efd4251ad33371e360,6.0,15.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,9.0,25.0,0.0,1.0,116.20485979859242,128.6815357793165,1000.0,258.97015291842587,1000.0,128.6815357793165,493.41054393923145,1000.0,437.6782990748081,1000.0,371.19375814139113,1000.0,217.89454705554243,34.02597691988645,1000.0,162.55435850997372
f232f11904846cfd5f2df752ee4a01aa,6.0,5.0,3.0,9.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,12.0,21.0,1.0,3.0,262.3772082715523,49.076150931378855,67.32875513166495,64.43657496662364,38.8737241630879,50.127194751476196,52.61869445750044,1000.0,55.55243568336498,66.8004382629629,46.109672995397744,44.115700797864655,72.30083126083994,60.31234275265393,70.9713411037183,310.5541879248636
31013ee21240556dbc13d39e11e0017e,2.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,12.193599404284859,230.23203385696547,1000.0,98.94497740986355,74.62261558206477,1000.0,275.0719389482949,226.46475380796394,201.75492819808156,1000.0,185.42502558386641,1000.0,139.09186880379522,11.415633748562996,1000.0,416.7094583437681
7c6e05e11c28e57d149dd5655d5356b7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
f9c127088677b3ae7f4d795447075d35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
e044abcbac71dd92fc7e8ecc4ed07f93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
84a696b102c8238ed6f6a0519294892a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2aa9415f4a702f9e10823ca808633b79,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,4.0,13.0,0.0,1.0,1000.0,216.08905757619706,1000.0,343.07187037433636,1000.0,1000.0,1000.0,43.82459352771012,195.61996155854337,234.59614551740793,327.45407319440443,1000.0,210.7652760892831,43.82459352771012,1000.0,417.2912069253585
f789526ac445984e3c8135c1d17423ef,4.0,28.0,3.0,22.0,11.0,4.0,4.0,0.0,9.0,13.0,12.0,4.0,29.0,55.0,1.0,2.0,214.19966284648913,60.8409213611113,97.27929608061775,98.88237133997924,57.680157902206105,103.92764473696754,55.70140267138824,1000.0,93.84216954198851,55.42753340699014,34.681121400660956,56.44513103556724,150.826982599658,94.4987647714567,63.49626130095447,365.492179894852
bbc97c4ba71332f2ffab1251e50155d3,2.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,176.8099503684819,155.27772612074287,1000.0,133.20309447060774,156.93629180372128,1000.0,459.8187545228631,14.964912002951568,54.54134594309225,1000.0,60.023053627355885,1000.0,155.65408116648996,14.964912002951568,1000.0,334.77851559310966
a93a2e90f0c1e498c030ae4548c1fe8f,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000.0,134.1201600576498,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,47.395162183097284,1000.0,1000.0,1000.0,63.734063904097724,1000.0,1000.0,1000.0
c9e1bbdfcc2f9b622ae9db6bfea89fcf,2.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,176.8099503684819,155.27772612074287,1000.0,133.20309447060774,156.93629180372128,1000.0,459.8187545228631,14.964912002951568,54.54134594309225,1000.0,60.023053627355885,1000.0,155.65408116648996,14.964912002951568,1000.0,334.77851559310966
9b480c73cc2a5e9b705485e4c7a6697d,2.0,4.0,0.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,6.0,0.0,4.0,20.0,4.0,0.0,376.6016299799088,148.23481732016506,1000.0,208.3920372384392,196.90934522760156,24.883766521895108,193.01795135775296,43.39577879153386,41.91008755463219,66.42087676404232,53.28651761745673,1000.0,348.63320295948427,43.39577879153386,200.33059952719725,1000.0
a8330b99e2c0817b68b70398ca21ea4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
01716bdeedb37b1c6f03492ffb19b51f,2.0,9.0,0.0,12.0,4.0,2.0,1.0,1.0,5.0,6.0,4.0,3.0,12.0,20.0,2.0,1.0,63.48967592601113,120.53892979970988,1000.0,55.10364335205539,132.3029374424573,218.77040526570832,413.4024270223771,273.9141881504314,124.65430440401563,114.64597310978854,124.65430440401563,88.09158362139016,51.06085543520811,65.88511886933232,146.67431911173063,241.95722513340806
6363f0c010b3b8dbe7974c0284bd9f4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
7c5f671ad294eaf0c5ef3330286a485e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
02687dbcea9336e264ada304e761bbdd,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,10.0,0.0,1.0,370.2453447052909,406.7680277154207,1000.0,1000.0,472.2977803478789,1000.0,1000.0,32.89332486242467,88.29386301013517,108.74822228673034,125.98247590751255,121.68622240448516,254.63466265558444,32.89332486242467,1000.0,398.0364526526913
166276db9f02968c6d62e4f9c46941c4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,265.8248925418986,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.66360545961347,15.337281812362946,1000.0,1000.0,1000.0,6.5877296721189635,1000.0,1000.0
2e2147715e658d975dcbe4aede1e5b74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6fb93712030f4280008a7bdf911d5dc6,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,75.14578359790193,114.27542967314811,1000.0,1000.0,104.95441699726041,1000.0,1000.0,1000.0,39.683464076180385,1000.0,1000.0,1000.0,71.92213824596499,45.182522719161945,1000.0,112.63062724281144
ad6804db45f11303ff21a2ce176961d7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,343.305171780664,27.24918887037931,1000.0,1000.0,1000.0,1000.0,1000.0,381.4115920428285,338.43326627895755,1000.0,1000.0,1000.0,1000.0,0.13868797181056478,1000.0,1000.0
1ec25f8ea9579cc00b41f0b5f6f21540,9.0,44.0,5.0,35.0,19.0,3.0,5.0,0.0,10.0,8.0,4.0,5.0,33.0,62.0,1.0,4.0,69.20239239833944,163.88141144888658,325.23123618951547,126.68433887144707,332.78611820300296,361.08675558736616,322.638731132308,1000.0,103.98362234533352,341.8588417569352,437.221633108378,366.6964566512473,0.0,30.65110299553577,466.51483711320685,304.7234620095015
6ce55a58b825a1057c7b763ebb179aa6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
cbec968fd09486e4e5c2b29c839b178c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6fb8cddf267eb9f34272cb0463acec81,2.0,3.0,0.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,176.8099503684819,155.27772612074287,1000.0,133.20309447060774,156.93629180372128,1000.0,459.8187545228631,14.964912002951568,54.54134594309225,1000.0,60.023053627355885,1000.0,155.65408116648996,14.964912002951568,1000.0,334.77851559310966
338f6ce2681c3f93982a668d67837cfc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
c0d2b4650bf6ac24dd167a3717454ea0,3.0,9.0,0.0,11.0,4.0,3.0,3.0,5.0,5.0,6.0,3.0,3.0,9.0,35.0,2.0,0.0,296.2635328705877,70.94909659928474,1000.0,77.74103781820351,173.63495869203817,158.91674100174376,132.6756538345062,27.010844440710958,138.86911241756465,88.72645505614496,77.94784677919765,198.99021781181753,53.75406700743983,27.010844440710958,209.11270344672621,1000.0
c311a27df7cf9bfa183c541427be43a1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1000.0,48.03213120121703,1000.0,56.94384949843656,1000.0,1000.0,1000.0,167.34117288005027,56.280475375227994,1000.0,1000.0,1000.0,1000.0,36.47344707163675,1000.0,303.82703342964965
f7757a2347f2d11451bfae0bf4e94237,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,1000.0,181.00647443953093,1000.0,169.85394585199637,300.0652073247262,1000.0,1000.0,95.07277260245894,181.00647443953093,1000.0,198.10616939673406,185.96280381226137,181.00647443953093,95.07277260245894,1000.0,1000.0
254a0b4aa0060cc8f5580d9a7efce3f2,4.0,28.0,3.0,22.0,11.0,4.0,4.0,0.0,9.0,13.0,12.0,4.0,29.0,55.0,1.0,2.0,214.19966284648913,60.8409213611113,97.27929608061775,98.88237133997924,57.680157902206105,103.92764473696754,55.70140267138824,1000.0,93.84216954198851,55.42753340699014,34.681121400660956,56.44513103556724,150.826982599658,94.4987647714567,63.49626130095447,365.492179894852
35c10ac30ad1ca52d7849032f6d539d2,3.0,13.0,2.0,13.0,10.0,2.0,1.0,3.0,3.0,13.0,1.0,3.0,7.0,41.0,1.0,0.0,60.70155439820283,139.09832030125594,288.4082941716195,51.941232345011976,179.9235295552802,291.4529748509625,410.2820591717515,370.1737272107063,370.5043956452008,268.3489226861314,254.34134527486458,179.88015815551552,124.08528819908008,140.4334277679827,292.2434938451024,1000.0
9e7e7339ec36310e359323013c94b5da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
c3c7884e79d441175ca80895408d802e,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,1000.0,69.8995197216422,1000.0,89.49629122126355,171.48974648066843,1000.0,1000.0,13.871088100641705,52.41228371277094,1000.0,107.0579279727474,91.2951371273682,69.8995197216422,13.871088100641705,1000.0,1000.0
4244ef78d62d6368ce54de6e274be224,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,5.0,2.0,3.0,19.0,0.0,0.0,1000.0,10.29143048380115,90.74227670546448,1000.0,1000.0,1000.0,1000.0,289.15786447689413,59.34619838332986,68.60573141707268,4.496815920871398,33.715875190832485,344.96360999561176,60.301154309452514,1000.0,1000.0
929ea6fd58d0760ca11d12f482e09a4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
77eb4a0d3b6a0f198ca76a87243c762c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
798476b1e96bdeb03254c11f91cd07d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
376f11c79a0280da153fb9ea04946928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,37.3323066353838,179.7260720910175,1000.0,1000.0,87.4259449785437,78.37581400981291,1000.0,1000.0
6e7e28e598aedc6bf649dee9e980841f,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,463.6521836287024,463.6659802231134,1000.0,1000.0,1000.0,1000.0,1000.0,29.46244446724992,37.84742057786085,1000.0,1000.0,1000.0,1000.0,29.46244446724992,1000.0,1000.0
db60c006cfdba2d1f0c47108da25f63e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
7a07202bbb65222fea62107aa058798f,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1000.0,213.46932065646672,1000.0,86.74591046503548,1000.0,1000.0,1000.0,1000.0,57.33781289431125,1000.0,236.18714395014698,1000.0,170.85419177929847,213.46932065646672,81.88749295054843,403.9549293400694
619bcd43c2357423a3e7c6f3150d0e0a,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,316.0226113237968,21.04083439752234,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,127.07890942173859,214.84376838003067,1000.0,204.7500703482169
1720a6b4711b70b2e4dc436aa0830393,3.0,5.0,0.0,11.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,3.0,8.0,32.0,2.0,0.0,121.82573651039999,63.31788914581656,1000.0,22.84747270941303,11.580371239230917,19.16501191789136,20.022455307434747,157.47070534411773,17.912982443697597,16.505254387569533,20.55609868312795,26.38731883246927,157.01201908411568,12.153376687218051,9.19922025225771,1000.0
a9eaac9d6bd9131f3b2a63ba5243e81d,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,32.97654492938283,43.332518308320736,1000.0,37.823964326428815,1000.0,364.6246574884401,375.1876436296741,1000.0,355.1832836505204,298.5855765811455,377.6949671622347,1000.0,221.99097997984347,8.923358263481134,1000.0,1000.0
c73ce6f9c4708686ee6224cfe829de7a,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1000.0,32.385191104538606,1000.0,43.537080020861595,1000.0,1000.0,1000.0,382.994121399203,355.749257571663,1000.0,1000.0,1000.0,1000.0,382.994121399203,1000.0,1000.0
7093d36ad48ccaa0de70ef796adc5454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.935790186754094,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
ec4b5d401dce2c415758e2725e8e1d71,0.0,16.0,7.0,5.0,15.0,6.0,4.0,1.0,9.0,14.0,13.0,3.0,5.0,31.0,6.0,0.0,1000.0,224.6511772313486,257.7865664484433,300.82920637346996,318.07894620767325,318.7195599693884,319.08200054215223,64.26267346059753,157.11117692251796,230.8890132937623,201.7000211863921,347.30923245122085,204.97739371422,64.26267346059753,237.65076710701123,1000.0
bbad494a592e105f2875e037b6de7352,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,332.4507048336363,1000.0,1000.0,48.42818388824635,1000.0,1000.0,1000.0,5.080724666993074,70.81000666519652,1000.0,1000.0,1000.0,1000.0,5.080724666993074,1000.0,1000.0
13cd2079e0ff654586f470800499f875,3.0,6.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,0.0,9.0,9.0,0.0,1.0,205.02742280094455,349.6293408073312,1000.0,177.33361096809878,1000.0,149.5204756267654,16.39814217395496,1000.0,6.1846519424529305,342.8826014322093,237.40074247712448,1000.0,81.78595634816497,83.30262016060723,1000.0,217.4099095554565
c2b5d88d5a90cb0eec02a491320e59a9,1.0,5.0,0.0,7.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,0.0,3.0,9.0,1.0,0.0,12.736806505841626,33.06798749446199,1000.0,81.30654042152608,103.61126392224115,155.2668013261318,200.1577171198684,241.47790852304527,102.89420390601566,102.11032032356844,94.06664006237966,1000.0,80.60680948123343,63.30063326912896,101.7179810601245,1000.0
7a227ddffc2473e1010dfad94bd91675,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.62172150177214,68.37245315442762,1000.0,1000.0,1000.0,1000.0,1000.0,66.57083784162387,1000.0,1000.0,1000.0,1000.0,1000.0,66.57083784162387,1000.0,1000.0
